date,FA796902505.A,FA796300081.A,FA796902605.A,FA796025005.A,FA796020001.A,FA796401001.A,FA796240101.A,FA796402101.A,FA796140005.A,FA796402101.A,FA796150105.A,FA796130101.A,FA796121101.A,FA793092281.A,FA796150005.A,FA796130001.A,FA796120005.A,FA796121001.A,FA796122001.A,FA793192281.A,FA796112001.A,FA796140005.A,FA796220001.A,FA796403005.A,FA796012095.A,FA796012095.A,FA796006385.A,FA796012095.A,FA795440005.A,FA795015085.A,FA795013005.A,FA796300081.A,FA795000995.A,FA795000995.A,FA794090005.A,FA713011203.A,FA794000005.A,FA794022005.A,FA793069175.A,FA793061105.A,FA793061705.A,FA793062005.A,FA793063005.A,FA794035005.A,FA794041005.A,FA793065005.A,FA793081005.A,FA793064105.A,FA793064205.A,FA793034005.A,FA793092405.A,FA793092005.A,FA713164003.A,FA793094005.A,FA793052005.A,FA793096005.A,FA794190005.A,FA794100005.A,FA794122005.A,FA423161705.A,FA793163005.A,FA793169175.A,FA794135005.A,FA794141005.A,FA643165005.A,FA793181005.A,FA634090005.A,FA793164105.A,FA653164205.A,FA403192405.A,FA793192005.A,FA662090205.A,FA793194005.A,FA713164003.A,FA583152005.A,FA793196005.A,FA795000005.A,FV798090185.A,FV792010095.A,FV798090085.A,FU797005045.A,FR792010095.A,FR795013665.A,FR795013265.A,FR795013765.A,FR794090085.A,FR794022005.A,FR793064105.A,FR793064205.A,FR793092005.A,FR593052025.A,FR794190085.A,FR793164105.A,FR653164205.A,FR793192005.A,FR662090205.A,FR793194005.A,FR583152005.A,FR798200005.A,FC792090095.A,FL792000095.A,FL792010095.A,FL795013665.A,FL795013265.A,FL795013765.A,FL794090005.A,FL713011203.A,FL794000005.A,FL794022005.A,FL793069175.A,FL793061105.A,FL793061705.A,FL793062005.A,FL793063005.A,FL794035005.A,FL794041005.A,FL793065005.A,FL793081005.A,LM793064105.A,LM793064205.A,FL793034005.A,FL793092405.A,FL793092005.A,FL713164003.A,FL793094005.A,FL793052005.A,FL793096005.A,FL792100005.A,FL794194005.A,FL794100005.A,FL794122005.A,FL423161705.A,FL793163005.A,FL793169175.A,FL794135005.A,FL794141005.A,FL643165005.A,FL793181005.A,FL634090005.A,LM793164105.A,LM653164205.A,FL403192405.A,FL793192005.A,FL662090205.A,FL793194005.A,FL713164003.A,FL583152005.A,FL793196005.A,FL792090095.A
2003,885630.00,129994.00,755636.00,460524.00,390588.00,69936.00,42942.00,252170.00,206608.00,252170.00,1501268.00,1338004.00,142209.00,21055.00,1546830.00,1243476.00,300850.00,250721.00,50129.00,2504.00,0.00,206608.00,110878.00,-9723.00,105453.00,105453.00,105453.00,105453.00,0.00,26549.00,156543.00,129994.00,78904.00,78904.00,3227064.00,0.00,-29662.00,1141651.00,-89205.00,119213.00,442976.00,98857.00,569810.00,1135952.00,152890.00,983062.00,360569.00,245002.00,53122.00,-91240.00,2515.00,24291.00,467.00,126412.00,305467.00,313088.00,3060642.00,471583.00,1024694.00,586245.00,501953.00,-63504.00,326467.00,317572.00,8895.00,232753.00,-225054.00,66031.00,282752.00,3203.00,23854.00,-3394.00,84894.00,467.00,694310.00,310835.00,166422.00,87332.00,0.00,-185.00,-87517.00,6414.00,15535.00,-6164.00,-2957.00,1688693.00,28837.00,1886081.00,446095.00,29966.00,-702287.00,2373685.00,791969.00,961263.00,8394.00,11395.00,0.00,600664.00,-678579.00,-485794.00,49147107.00,1170821.00,673163.00,402278.00,95380.00,47976286.00,11039.00,806421.00,13721034.00,856388.00,2450269.00,4567949.00,1212068.00,4634360.00,15739281.00,6775378.00,8963903.00,12906623.00,7987119.00,2415413.00,652688.00,37702.00,309406.00,8847.00,1495448.00,2055782.00,2736107.00,49147107.00,50103401.00,6915224.00,10201253.00,5944522.00,3322379.00,934352.00,3874392.00,3768537.00,105855.00,12937253.00,2040021.00,3711997.00,5362097.00,42283.00,275698.00,12951.00,1483359.00,8847.00,13528605.00,2646674.00,-956294.00
2004,922105.00,139306.00,782799.00,498494.00,422957.00,75537.00,46611.00,237694.00,213095.00,237694.00,1742737.00,1533217.00,179433.00,30086.00,1767335.00,1393992.00,364091.00,316723.00,47368.00,9252.00,0.00,213095.00,119105.00,-6492.00,100480.00,100480.00,84298.00,100480.00,16182.00,37224.00,176530.00,139306.00,47074.00,47074.00,3802663.00,2.00,64028.00,435359.00,61688.00,2792.00,-197206.00,55914.00,512171.00,1884716.00,653064.00,1231652.00,681477.00,305158.00,148390.00,-113249.00,2390.00,43830.00,3067.00,291891.00,268852.00,468231.00,3861770.00,621341.00,843259.00,115766.00,705841.00,21652.00,610622.00,585120.00,25502.00,639566.00,-138321.00,118057.00,288143.00,2505.00,50194.00,-4164.00,320085.00,3067.00,696900.00,450082.00,-59107.00,-42834.00,-1664.00,65011.00,106181.00,66543.00,61329.00,6591.00,-1376.00,1000662.00,62976.00,976696.00,233300.00,50563.00,-322873.00,1278338.00,456087.00,543861.00,4027.00,2407.00,0.00,271956.00,-211133.00,-169669.00,54282297.00,1277038.00,743297.00,429224.00,104517.00,53005259.00,11041.00,871637.00,14239367.00,929912.00,2452235.00,4394974.00,1284764.00,5177482.00,17638845.00,7428442.00,10210403.00,14848659.00,9268973.00,2797103.00,539439.00,40092.00,403799.00,11914.00,1787339.00,2299045.00,3096665.00,54282297.00,55408260.00,7561996.00,11059360.00,6060288.00,4043068.00,956004.00,4485014.00,4353657.00,131357.00,14583152.00,1901700.00,4286141.00,6194101.00,44788.00,329919.00,11194.00,1803395.00,11914.00,14794745.00,2923993.00,-1125963.00
2005,1034337.00,148873.00,885464.00,535378.00,449396.00,85982.00,49526.00,300560.00,200278.00,300560.00,2154170.00,1922259.00,229009.00,2903.00,2254452.00,1820883.00,425530.00,377872.00,47658.00,8039.00,0.00,200278.00,140519.00,-13379.00,73138.00,73138.00,45414.00,73138.00,27724.00,31082.00,179955.00,148873.00,14332.00,14332.00,3789565.00,-2.00,2306.00,638504.00,192844.00,101230.00,-209295.00,105297.00,448428.00,2057613.00,653131.00,1404482.00,536776.00,252815.00,83550.00,12066.00,1951.00,11547.00,1622.00,173225.00,224228.00,330141.00,3431266.00,623988.00,1047758.00,80424.00,753161.00,214173.00,548752.00,534642.00,14110.00,723814.00,125121.00,78423.00,286040.00,1909.00,13865.00,-1217.00,218051.00,1622.00,640864.00,-153910.00,358299.00,297496.00,-1677.00,-44794.00,-343967.00,72576.00,72090.00,602.00,-116.00,683120.00,-98305.00,608870.00,366851.00,30666.00,-224962.00,981659.00,265142.00,384412.00,9436.00,1738.00,0.00,320931.00,-225963.00,116947.00,58758500.00,1383715.00,824113.00,449904.00,109698.00,57374785.00,11039.00,871194.00,14760353.00,1124481.00,2536282.00,4167899.00,1388822.00,5542869.00,19696458.00,8081573.00,11614885.00,16391823.00,10130659.00,3247504.00,551505.00,42043.00,446012.00,13536.00,1960564.00,2347223.00,3296695.00,58758500.00,59767516.00,8185984.00,12052617.00,6140712.00,4741728.00,1170177.00,5033766.00,4888299.00,145467.00,15996694.00,2026821.00,4629706.00,6864553.00,46697.00,353220.00,11715.00,2050446.00,13536.00,15792679.00,2705776.00,-1009016.00
2006,1127641.00,156783.00,970858.00,579775.00,490820.00,88955.00,52543.00,338541.00,205214.00,338541.00,2747089.00,2444621.00,261581.00,40887.00,2880416.00,2378986.00,488649.00,438611.00,50038.00,12781.00,0.00,205214.00,165657.00,-21093.00,60651.00,60651.00,60651.00,60651.00,0.00,31871.00,188654.00,156783.00,28780.00,28780.00,4561761.00,-2.00,87537.00,1136486.00,232793.00,114088.00,111258.00,124484.00,553863.00,2099764.00,705211.00,1394553.00,439942.00,71808.00,135928.00,1925.00,-42.00,25751.00,1789.00,202783.00,303809.00,494225.00,4270455.00,632630.00,1316728.00,328218.00,792105.00,196405.00,590864.00,584281.00,6583.00,949376.00,311630.00,59977.00,346153.00,181.00,52019.00,-6816.00,184443.00,1789.00,610302.00,170555.00,291306.00,244402.00,0.00,-18125.00,-262527.00,63776.00,62683.00,761.00,332.00,1432182.00,-65625.00,1504331.00,450993.00,35678.00,-493195.00,2127966.00,716562.00,848998.00,22537.00,4781.00,0.00,535088.00,-632007.00,-326955.00,64794607.00,1484495.00,895870.00,473290.00,115335.00,63310112.00,11037.00,933676.00,15744881.00,1352684.00,2648798.00,4183628.00,1514428.00,6045343.00,21733098.00,8700037.00,13033061.00,18375156.00,11207318.00,3799119.00,607490.00,42001.00,507441.00,15325.00,2196461.00,2461131.00,4051133.00,64794607.00,66130578.00,8818614.00,13339558.00,6468930.00,5507072.00,1363556.00,5621421.00,5469371.00,152050.00,18572178.00,2338451.00,5406245.00,8059704.00,46878.00,427776.00,9680.00,2268119.00,15325.00,16923964.00,2854843.00,-1335971.00
2007,1068793.00,165383.00,903410.00,618202.00,527062.00,91140.00,54746.00,230462.00,110675.00,230462.00,3200789.00,2831922.00,323149.00,45718.00,3320576.00,2754184.00,556866.00,517046.00,39820.00,9526.00,0.00,110675.00,151711.00,7484.00,-48520.00,-48520.00,-48520.00,-48520.00,0.00,46094.00,211477.00,165383.00,-94614.00,-94614.00,5446959.00,0.00,184850.00,1017864.00,-120360.00,73187.00,302211.00,221392.00,541434.00,2703612.00,1571237.00,1132375.00,1114453.00,284117.00,106415.00,342453.00,8252.00,106999.00,3125.00,263092.00,246802.00,179379.00,5278473.00,562039.00,1540370.00,905680.00,746175.00,-111485.00,880849.00,876171.00,4678.00,1504062.00,747309.00,189507.00,376098.00,9093.00,9260.00,3584.00,166086.00,3125.00,584633.00,206520.00,168486.00,119043.00,0.00,-144057.00,-263100.00,28611.00,33977.00,-4891.00,-475.00,745269.00,-67793.00,697199.00,229158.00,45758.00,-159053.00,-323212.00,-989765.00,478606.00,-56657.00,-634.00,0.00,245238.00,1097093.00,1167615.00,71103651.00,1564828.00,946724.00,492849.00,125255.00,69538823.00,11037.00,1120491.00,16694952.00,1235891.00,2734324.00,4514009.00,1675357.00,6535371.00,24394524.00,10260822.00,14133702.00,20461723.00,12188634.00,4134692.00,949943.00,50253.00,660198.00,18450.00,2459553.00,2595393.00,4260703.00,71103651.00,71272007.00,9380653.00,14990737.00,7374610.00,6364056.00,1252071.00,6502270.00,6345542.00,156728.00,19504044.00,3085760.00,4605987.00,8914408.00,55971.00,380379.00,12630.00,2430459.00,18450.00,17800348.00,3093955.00,-168356.00
2008,851949.00,173886.00,678063.00,612921.00,517918.00,95003.00,55609.00,9534.00,-2060.00,9534.00,2833090.00,2444764.00,338820.00,49506.00,2844683.00,2321646.00,515764.00,492751.00,23013.00,7273.00,0.00,-2060.00,81665.00,45626.00,-129351.00,-129351.00,-68868.00,-129351.00,-60483.00,22310.00,196196.00,173886.00,-91178.00,-91178.00,3920227.00,0.00,1006092.00,740554.00,6217.00,486903.00,679456.00,58063.00,-490085.00,1469519.00,1222536.00,246983.00,764599.00,156390.00,13009.00,306379.00,-5271.00,66442.00,2626.00,225024.00,279211.00,-339748.00,4216249.00,2139895.00,454399.00,768741.00,-188951.00,-125391.00,-160166.00,-166945.00,6779.00,1730928.00,746477.00,678784.00,-58096.00,-4204.00,120705.00,11604.00,233032.00,2626.00,533536.00,-482343.00,-296022.00,-330571.00,-599.00,-125128.00,204845.00,55691.00,54188.00,2990.00,-1487.00,-5518001.00,-457987.00,-4987577.00,-1427040.00,10775.00,1343828.00,-7306698.00,-2405099.00,-3067911.00,-157622.00,-13565.00,0.00,-1662501.00,1844388.00,1444949.00,69620652.00,1649363.00,1015827.00,498590.00,134946.00,67971289.00,11037.00,2163880.00,16980016.00,1243545.00,3259783.00,5211682.00,1648010.00,5616996.00,25727683.00,11483046.00,14244637.00,14822481.00,7357447.00,2720662.00,1256322.00,44982.00,737415.00,21076.00,2684577.00,4242536.00,4023656.00,69620652.00,68344059.00,11520548.00,15365005.00,8143351.00,6095306.00,1126348.00,6342104.00,6178597.00,163507.00,15590775.00,3832237.00,2879672.00,5788401.00,51767.00,343462.00,10669.00,2663491.00,21076.00,16695487.00,2830140.00,1276593.00
2009,1015370.00,177393.00,837977.00,549013.00,466229.00,82784.00,64151.00,224813.00,290051.00,224813.00,2203831.00,1877419.00,275691.00,50721.00,2138593.00,1679711.00,455140.00,380789.00,74351.00,3742.00,0.00,290051.00,91600.00,26522.00,171930.00,171930.00,293851.00,171930.00,-121921.00,-10534.00,166860.00,177393.00,304384.00,304384.00,-1347893.00,0.00,196458.00,796792.00,-390789.00,451464.00,713891.00,9279.00,12947.00,-2951803.00,-2899147.00,-52656.00,68051.00,136170.00,144493.00,-193723.00,0.00,40669.00,4564.00,-64122.00,508378.00,34231.00,-1217010.00,228213.00,-974092.00,-60053.00,-465947.00,-448092.00,-1644313.00,-1656070.00,11757.00,277077.00,-516344.00,303765.00,533388.00,0.00,45668.00,561.00,-94525.00,4564.00,635347.00,260758.00,-130883.00,-351738.00,0.00,83529.00,435267.00,-61873.00,-50219.00,-5564.00,-6090.00,2731140.00,453217.00,2120382.00,687110.00,54172.00,-583740.00,2685551.00,399191.00,1474940.00,17861.00,3572.00,-604.00,790591.00,-16284.00,-74172.00,71308352.00,1586304.00,971342.00,470301.00,144661.00,69722048.00,11037.00,2373869.00,18253213.00,852647.00,3675970.00,5953879.00,1739622.00,6031095.00,22487668.00,8531336.00,13956332.00,18428369.00,9613999.00,3552264.00,1062599.00,44982.00,832256.00,25640.00,3296628.00,4155386.00,4012506.00,71308352.00,70105931.00,11748745.00,14594590.00,8083298.00,5833036.00,678256.00,4768441.00,4593177.00,175264.00,18438985.00,3315893.00,3582628.00,7796729.00,51767.00,406991.00,14802.00,3244535.00,25640.00,18109638.00,2445532.00,1202421.00
2010,1042783.00,176663.00,866120.00,574300.00,486408.00,87892.00,64766.00,227054.00,376829.00,227054.00,2126731.00,1749532.00,308910.00,68289.00,1976956.00,1505216.00,460843.00,375971.00,84872.00,10897.00,0.00,376829.00,149986.00,18396.00,208448.00,208448.00,249929.00,208448.00,-41481.00,-13898.00,162766.00,176663.00,263827.00,263827.00,120087.00,0.00,-155013.00,829173.00,-93374.00,571015.00,44800.00,24845.00,281887.00,-479569.00,-188537.00,-291032.00,-36983.00,92928.00,112359.00,-181641.00,-3247.00,-2262.00,884.00,-56004.00,284847.00,-322368.00,59672.00,324417.00,-679800.00,-39534.00,-538034.00,-102232.00,-59627.00,-60454.00,827.00,93361.00,-512379.00,194376.00,395879.00,-2746.00,48483.00,878.00,-32014.00,884.00,684215.00,-302894.00,60415.00,-144875.00,0.00,58536.00,203412.00,-2697.00,-344.00,1217.00,-3570.00,1516012.00,169373.00,1347700.00,384159.00,40663.00,-425884.00,1917011.00,563022.00,837241.00,34148.00,264.00,-2020.00,484356.00,-403696.00,-298643.00,72859456.00,1580158.00,963937.00,471919.00,144302.00,71279298.00,11037.00,2264570.00,18674821.00,763576.00,4254878.00,5552907.00,1756596.00,6346864.00,21766462.00,8417193.00,13349269.00,20163908.00,11054627.00,4048783.00,880958.00,41735.00,870657.00,26524.00,3240624.00,4517590.00,3880910.00,72859456.00,71955678.00,12069036.00,13544810.00,7581337.00,5387449.00,576024.00,4720730.00,4544639.00,176091.00,19927893.00,2803514.00,4340026.00,9029849.00,49021.00,489622.00,15944.00,3173393.00,26524.00,19781450.00,1911759.00,903778.00
2011,1045790.00,168617.00,877173.00,606790.00,513465.00,93325.00,58298.00,212085.00,319993.00,212085.00,2109148.00,1722403.00,319508.00,67236.00,2001240.00,1504609.00,481535.00,427223.00,54312.00,15096.00,0.00,319993.00,150296.00,19998.00,149697.00,149697.00,182091.00,149697.00,-32394.00,-1159.00,167458.00,168617.00,183251.00,183251.00,1927196.00,0.00,518109.00,972669.00,-75124.00,1006060.00,65235.00,-30463.00,6961.00,172959.00,347830.00,-174871.00,-67019.00,-109015.00,-5277.00,-64448.00,-6193.00,15152.00,375.00,102387.00,344983.00,-14506.00,1857678.00,1448868.00,-354565.00,-22129.00,-264275.00,-68161.00,202193.00,188739.00,13454.00,374859.00,-112564.00,170542.00,200799.00,-5942.00,43368.00,-2863.00,81144.00,375.00,636350.00,-450027.00,69518.00,-160505.00,0.00,-46772.00,113733.00,42169.00,33223.00,8348.00,599.00,-333449.00,296669.00,-483489.00,-130427.00,-45495.00,29293.00,-838563.00,-458399.00,-289251.00,28892.00,-1222.00,1754.00,-120337.00,547283.00,568868.00,74519204.00,1621177.00,986280.00,485532.00,149365.00,72898027.00,11037.00,2782808.00,19944159.00,688608.00,5309608.00,5664706.00,1818744.00,6462493.00,21787703.00,8765024.00,13022679.00,19437478.00,10462124.00,3913078.00,816510.00,35542.00,840314.00,26899.00,3343011.00,4937752.00,3997089.00,74519204.00,73046557.00,13517904.00,13117583.00,7559208.00,5050512.00,507863.00,4917541.00,4727996.00,189545.00,19584526.00,2690950.00,4052169.00,8941397.00,43079.00,561882.00,11859.00,3256291.00,26899.00,20339124.00,1569879.00,1472646.00
2012,1187257.00,174206.00,1013050.00,630179.00,536849.00,93330.00,60207.00,322664.00,289683.00,322664.00,2052300.00,1635716.00,359754.00,56831.00,2085282.00,1478252.00,589795.00,521907.00,67888.00,17235.00,0.00,289683.00,180927.00,-25739.00,134494.00,134494.00,124898.00,134494.00,9596.00,17859.00,192065.00,174206.00,107039.00,107039.00,1486489.00,0.00,-48103.00,949527.00,-498.00,322715.00,167339.00,114974.00,344997.00,385529.00,451599.00,-66070.00,24376.00,-19394.00,3289.00,-87556.00,-2007.00,20468.00,461.00,109115.00,365311.00,-190152.00,1461077.00,594587.00,-316302.00,-23792.00,-233742.00,-58768.00,128350.00,123508.00,4842.00,735988.00,2218.00,164304.00,386301.00,-1830.00,21429.00,6702.00,156403.00,461.00,483094.00,-164640.00,25411.00,135825.00,-1975.00,219428.00,81628.00,18381.00,15322.00,2901.00,159.00,1724847.00,172879.00,1491645.00,454491.00,22380.00,-416547.00,2325845.00,730187.00,1035810.00,-2177.00,-1315.00,-98.00,563438.00,-582616.00,-321894.00,78702368.00,1655452.00,992021.00,506044.00,157387.00,77046916.00,11037.00,2758991.00,21159050.00,688152.00,5632913.00,5861682.00,1954363.00,7021940.00,22100903.00,9289650.00,12811253.00,21857006.00,11934375.00,4370858.00,728954.00,33535.00,883162.00,27360.00,3878762.00,4913216.00,4246714.00,78702368.00,77551616.00,14084666.00,12923956.00,7535416.00,4939445.00,449095.00,5108593.00,4914206.00,194387.00,22509557.00,2693168.00,4946660.00,10363508.00,41249.00,581134.00,17246.00,3839232.00,27360.00,21407159.00,1517685.00,1150753.00
2013,1172086.00,182164.00,989922.00,640332.00,545504.00,94828.00,59754.00,289836.00,159066.00,289836.00,2011582.00,1536285.00,414779.00,60518.00,2142351.00,1406334.00,721349.00,673825.00,47524.00,14668.00,0.00,159066.00,184085.00,-19007.00,-6011.00,-6011.00,-6011.00,-6011.00,0.00,19089.00,201253.00,182164.00,-25100.00,-25100.00,3057762.00,0.00,817580.00,1301012.00,20274.00,481476.00,387963.00,-15712.00,427011.00,59470.00,-33786.00,93256.00,221010.00,35853.00,131129.00,-59202.00,-160.00,25081.00,147.00,88162.00,346607.00,312082.00,2904599.00,1859213.00,64937.00,238322.00,-124460.00,-48925.00,-192700.00,-212564.00,19864.00,687858.00,24640.00,175516.00,346325.00,474.00,29723.00,-5197.00,116230.00,147.00,504644.00,-19353.00,153162.00,202604.00,0.00,24342.00,-178262.00,37320.00,30958.00,4726.00,1636.00,2545476.00,-436636.00,3248175.00,739261.00,-83151.00,-922173.00,3913732.00,1305712.00,1623179.00,-50385.00,4206.00,0.00,1031020.00,-1330936.00,-1134343.00,84188783.00,1711873.00,1013536.00,534280.00,164057.00,82476910.00,11037.00,3575248.00,21979788.00,709018.00,6063768.00,6185316.00,1875915.00,7145771.00,22053721.00,9240363.00,12813358.00,25937125.00,15218403.00,5241248.00,669752.00,33375.00,825092.00,27507.00,3921748.00,4410122.00,4509869.00,84188783.00,84172373.00,15943879.00,12924275.00,7773738.00,4750367.00,400170.00,4915893.00,4701642.00,214251.00,26034951.00,2717808.00,6427888.00,12333012.00,41723.00,560472.00,16255.00,3910286.00,27507.00,23015295.00,1338080.00,16410.00
2014,1303729.00,190163.00,1113566.00,681117.00,581039.00,100078.00,67568.00,364881.00,242266.00,364881.00,2041716.00,1536751.00,447434.00,57531.00,2164331.00,1421332.00,725637.00,697873.00,27764.00,17362.00,0.00,242266.00,219089.00,8644.00,14533.00,14533.00,4543.00,14533.00,9990.00,27556.00,217719.00,190163.00,-23013.00,-23013.00,2544937.00,0.00,127084.00,825277.00,-25199.00,605757.00,65221.00,12647.00,166851.00,785381.00,596789.00,188592.00,223631.00,-12164.00,19186.00,19339.00,330.00,19153.00,1065.00,176722.00,363377.00,220187.00,2514429.00,987213.00,169618.00,150271.00,56653.00,-37306.00,158270.00,148999.00,9271.00,783353.00,6833.00,235566.00,309695.00,1210.00,21562.00,2047.00,205375.00,1065.00,360761.00,55213.00,30509.00,-70942.00,0.00,-124463.00,-53522.00,28897.00,24383.00,5555.00,-1041.00,1178664.00,264121.00,1038443.00,237315.00,-1918.00,-359297.00,1498718.00,616470.00,507921.00,13420.00,-428.00,0.00,361335.00,-291157.00,-357555.00,88007218.00,1768336.00,1033674.00,569035.00,165627.00,86238882.00,11037.00,3699460.00,23069186.00,684907.00,6700200.00,6298587.00,1967759.00,7417733.00,22800632.00,9837043.00,12963589.00,27434597.00,16244683.00,5497749.00,689091.00,33705.00,842327.00,28572.00,4098470.00,4566340.00,4657629.00,88007218.00,88348364.00,16931092.00,13066605.00,7924009.00,4779732.00,362864.00,5082063.00,4850641.00,231422.00,27955687.00,2724641.00,7279924.00,13150628.00,42933.00,595454.00,17874.00,4115661.00,28572.00,23889530.00,1423386.00,-341146.00
2015,1354898.00,198182.00,1156716.00,714154.00,609708.00,104446.00,73831.00,368731.00,281492.00,368731.00,2116044.00,1586580.00,477471.00,51993.00,2203283.00,1447137.00,741876.00,710469.00,31407.00,14270.00,0.00,281492.00,245706.00,24384.00,11402.00,11402.00,11402.00,11402.00,0.00,40350.00,238532.00,198182.00,-28948.00,-28948.00,1361603.00,0.00,-511399.00,641727.00,17963.00,417054.00,27579.00,65140.00,113991.00,783673.00,411577.00,372096.00,279670.00,37740.00,20204.00,36727.00,674.00,25755.00,879.00,157691.00,347669.00,-179737.00,1193133.00,197464.00,163885.00,220439.00,-13818.00,-42736.00,-22509.00,-26523.00,4014.00,539337.00,30102.00,232831.00,95814.00,1269.00,31341.00,2319.00,144782.00,879.00,499456.00,-184499.00,168470.00,87782.00,0.00,-109636.00,-197418.00,19324.00,18454.00,653.00,218.00,-712031.00,-301136.00,-409181.00,-49483.00,-26686.00,74455.00,-675203.00,-267469.00,-349227.00,-26907.00,-5520.00,0.00,-26080.00,-17504.00,81679.00,88460327.00,1828019.00,1051717.00,605161.00,171141.00,86632308.00,11037.00,3186541.00,23434777.00,704243.00,7096570.00,6306069.00,2027615.00,7300280.00,23534992.00,10248620.00,13286372.00,27083355.00,15873242.00,5473470.00,725818.00,34379.00,841396.00,29451.00,4105599.00,5124926.00,4256680.00,88460327.00,88719793.00,17128556.00,13110807.00,8144448.00,4646231.00,320128.00,5059554.00,4824118.00,235436.00,27695339.00,2754743.00,7245286.00,12897215.00,44202.00,599888.00,14673.00,4109881.00,29451.00,24529367.00,1196170.00,-259466.00
