date,FA156010001.Q,FA156210005.Q,FA156012005.Q,FA156900005.Q,FA156007015.Q,FA313154015.Q,FA156600075.Q,FA155111005.Q,FA156300005.Q,FA155440005.Q,FA156000105.Q,FA155090005.Q,FA155050005.Q,FA155111003.Q,FA155012005.Q,FA165013005.Q,FA155420003.Q,FA155000005.Q,FA154090005.Q,FA153091003.Q,FA153020005.Q,FA153030005.Q,FA153034005.Q,FA154022005.Q,FA163069103.Q,FA153061105.Q,FA153061705.Q,FA153062005.Q,FA153063005.Q,FA154023005.Q,FA153069005.Q,FA153065005.Q,FA163066223.Q,FA153064105.Q,FA153064205.Q,FA153040005.Q,FA153050005.Q,FA152090205.Q,FA153090005.Q,FA154190005.Q,FA163162003.Q,FA154123005.Q,FA153165105.Q,FA153166000.Q,FA153168005.Q,FA153169005.Q,FA163165505.Q,FA163170003.Q,FA543077073.Q,FA157005005.Q
1974:Q1,1204389.00,142792.00,1061597.00,917391.00,144206.00,-196.00,576.00,22523.00,120456.00,6720.00,279693.00,306532.00,178945.00,117643.00,51583.00,11116.00,-1397.00,127587.00,192243.00,0.00,11632.00,79744.00,1052.00,26492.00,5704.00,16848.00,-10364.00,7672.00,6632.00,652.00,-9972.00,10624.00,0.00,2544.00,12.00,7132.00,79656.00,-19629.00,2956.00,64656.00,712.00,62288.00,40412.00,14340.00,6796.00,-428.00,1168.00,1040.00,616.00,-26839.00
1974:Q2,1230371.00,148902.00,1081469.00,946427.00,135042.00,-36.00,564.00,24205.00,123382.00,6408.00,275621.00,311790.00,182145.00,121295.00,51072.00,11206.00,-1428.00,129645.00,182357.00,0.00,7256.00,67096.00,1228.00,39732.00,7904.00,12308.00,4912.00,4052.00,10556.00,5044.00,8220.00,-3176.00,0.00,-2256.00,-1900.00,6928.00,83440.00,-27111.00,2900.00,52712.00,836.00,49416.00,33968.00,13472.00,260.00,1592.00,124.00,1720.00,740.00,-36169.00
1974:Q3,1266611.00,154911.00,1111700.00,976007.00,135693.00,-408.00,560.00,26085.00,127813.00,6164.00,282459.00,277766.00,188328.00,126629.00,51823.00,11332.00,-1456.00,89438.00,154946.00,0.00,-10140.00,28532.00,3264.00,77160.00,17848.00,11656.00,22428.00,16300.00,8928.00,-384.00,-364.00,-20.00,0.00,-4156.00,-3808.00,7020.00,87348.00,-32794.00,2904.00,65508.00,964.00,63052.00,38364.00,9660.00,10768.00,3272.00,988.00,720.00,772.00,4693.00
1974:Q4,1296044.00,157587.00,1138457.00,986485.00,151972.00,-556.00,576.00,12651.00,133715.00,5900.00,291306.00,284099.00,175354.00,118105.00,47389.00,11339.00,-1479.00,108745.00,150021.00,0.00,12024.00,46320.00,3972.00,12320.00,-7848.00,-14600.00,8632.00,488.00,25648.00,7580.00,1556.00,6024.00,0.00,-988.00,92.00,7404.00,86692.00,-28359.00,2964.00,41276.00,1088.00,38356.00,36472.00,-1688.00,1264.00,2140.00,168.00,1120.00,712.00,7207.00
1975:Q1,1315921.00,157988.00,1157933.00,1014009.00,143924.00,4268.00,588.00,14556.00,136831.00,5948.00,293043.00,325552.00,178812.00,122133.00,47233.00,10952.00,-1506.00,146740.00,196797.00,0.00,-13396.00,107244.00,4964.00,-3576.00,-12140.00,-9092.00,-5152.00,9412.00,13396.00,11908.00,-2604.00,14512.00,0.00,-4208.00,3440.00,12188.00,88704.00,-13955.00,3484.00,50057.00,1212.00,47969.00,32000.00,2113.00,10396.00,2612.00,848.00,188.00,688.00,-32509.00
1975:Q2,1347545.00,121068.00,1226477.00,1042959.00,183518.00,496.00,592.00,16844.00,140022.00,6465.00,333823.00,373802.00,186627.00,126681.00,50606.00,10847.00,-1507.00,187175.00,221496.00,0.00,46636.00,74052.00,164.00,7980.00,-19720.00,47596.00,-11060.00,-1176.00,-7660.00,6072.00,3216.00,2856.00,0.00,-2324.00,-124.00,9400.00,92020.00,-15868.00,3488.00,34321.00,1336.00,31881.00,32088.00,-2651.00,-364.00,2740.00,68.00,412.00,692.00,-39979.00
1975:Q3,1384085.00,152831.00,1231254.00,1077472.00,153782.00,-716.00,584.00,23541.00,143536.00,6717.00,312842.00,298642.00,200938.00,136036.00,55388.00,11007.00,-1493.00,97704.00,167833.00,0.00,-15060.00,63772.00,188.00,31672.00,-17496.00,29716.00,-4340.00,6928.00,16864.00,-3028.00,-8268.00,5240.00,0.00,-4848.00,-4112.00,8236.00,97128.00,-10147.00,4032.00,70129.00,1464.00,67281.00,40868.00,11773.00,10100.00,3408.00,1132.00,724.00,660.00,14200.00
1975:Q4,1420029.00,158541.00,1261488.00,1106664.00,154824.00,1644.00,584.00,27404.00,146573.00,6662.00,323199.00,338542.00,211269.00,142158.00,59364.00,11212.00,-1465.00,127273.00,208246.00,0.00,-13032.00,79436.00,-48.00,26388.00,-9372.00,10868.00,-392.00,8156.00,17128.00,19864.00,12812.00,7052.00,0.00,-6572.00,-1888.00,11084.00,96500.00,-8498.00,5012.00,80973.00,1588.00,78137.00,53948.00,19845.00,332.00,3968.00,44.00,656.00,592.00,-15343.00
1976:Q1,1452959.00,162503.00,1290456.00,1140110.00,150346.00,-496.00,628.00,31627.00,151271.00,6806.00,325314.00,352256.00,226088.00,150389.00,65592.00,11520.00,-1413.00,126168.00,221214.00,0.00,23032.00,111936.00,-556.00,-15252.00,7096.00,-21528.00,-4392.00,15768.00,-12196.00,12664.00,300.00,12364.00,0.00,5620.00,-1712.00,7956.00,94712.00,-22550.00,5364.00,95046.00,1724.00,92138.00,58348.00,19262.00,6712.00,7064.00,752.00,552.00,632.00,-26942.00
1976:Q2,1477392.00,169337.00,1308055.00,1159913.00,148142.00,1032.00,624.00,31214.00,154944.00,7065.00,327643.00,418248.00,232500.00,152785.00,69283.00,11798.00,-1366.00,185748.00,260030.00,0.00,24784.00,93056.00,-864.00,50468.00,-1960.00,28212.00,2496.00,12272.00,9448.00,-8000.00,-3664.00,-4336.00,0.00,7980.00,-3864.00,9840.00,92512.00,-11858.00,5976.00,74282.00,1776.00,72166.00,46428.00,18102.00,-76.00,7028.00,684.00,-232.00,572.00,-90605.00
1976:Q3,1513820.00,176128.00,1337692.00,1189741.00,147951.00,-468.00,644.00,32320.00,158496.00,7173.00,330482.00,327422.00,236652.00,156420.00,69317.00,12229.00,-1314.00,90770.00,175964.00,0.00,-14336.00,84548.00,-76.00,5200.00,-7812.00,-3552.00,-2372.00,2848.00,16088.00,-6268.00,-2864.00,-3404.00,0.00,1540.00,-3920.00,8888.00,102796.00,-8628.00,6220.00,85194.00,2028.00,82210.00,59580.00,19762.00,-1824.00,4128.00,564.00,352.00,604.00,3060.00
1976:Q4,1549626.00,182716.00,1366910.00,1224120.00,142790.00,812.00,660.00,34762.00,162406.00,7900.00,332210.00,379943.00,252414.00,161586.00,79393.00,12702.00,-1267.00,127529.00,226979.00,0.00,8608.00,104856.00,236.00,-19164.00,-8904.00,-37560.00,13840.00,-6688.00,20148.00,19264.00,17036.00,2228.00,0.00,1688.00,-2120.00,10108.00,105292.00,-7877.00,6088.00,99450.00,2472.00,96286.00,66180.00,30734.00,-5640.00,4768.00,244.00,-24.00,716.00,-47733.00
1977:Q1,1579962.00,188798.00,1391164.00,1260889.00,130275.00,-824.00,716.00,37565.00,169051.00,14162.00,321189.00,422804.00,266012.00,169694.00,84000.00,13521.00,-1203.00,156792.00,290788.00,0.00,46916.00,142180.00,-1768.00,21580.00,31240.00,-4568.00,-16876.00,6868.00,4916.00,-6192.00,-23972.00,17780.00,0.00,-5776.00,-2476.00,9200.00,109612.00,-29464.00,6976.00,133996.00,3012.00,129728.00,77264.00,28264.00,19488.00,4112.00,600.00,428.00,828.00,-101615.00
1977:Q2,1628286.00,195691.00,1432595.00,1289918.00,142677.00,104.00,752.00,39046.00,173903.00,7874.00,347104.00,389356.00,283212.00,174577.00,95733.00,14084.00,-1182.00,106144.00,232576.00,0.00,9532.00,81228.00,312.00,36420.00,12040.00,11508.00,444.00,13328.00,-900.00,-1948.00,3360.00,-5308.00,0.00,-6788.00,2244.00,9732.00,103384.00,-9140.00,7600.00,126432.00,3640.00,121688.00,80400.00,40920.00,-6928.00,6356.00,940.00,160.00,944.00,-42252.00
1977:Q3,1675029.00,198551.00,1476478.00,1322019.00,154459.00,-4.00,772.00,40623.00,178277.00,7653.00,364930.00,399854.00,290604.00,178975.00,98356.00,14459.00,-1186.00,109250.00,245782.00,0.00,14592.00,99960.00,-244.00,14288.00,3316.00,13796.00,1372.00,-6268.00,2072.00,-15216.00,-10212.00,-5004.00,0.00,-3156.00,2864.00,9744.00,116632.00,-1410.00,7728.00,136532.00,3712.00,131700.00,92380.00,36092.00,320.00,2308.00,600.00,152.00,968.00,-34924.00
1977:Q4,1735011.00,208476.00,1526535.00,1361306.00,165229.00,-28.00,796.00,43179.00,183575.00,7415.00,383744.00,418087.00,298638.00,185170.00,99831.00,14851.00,-1214.00,119449.00,249077.00,0.00,-11020.00,85416.00,964.00,19572.00,12192.00,-12156.00,1656.00,9904.00,7976.00,25016.00,22504.00,2512.00,0.00,-9204.00,-968.00,11260.00,112320.00,8365.00,7356.00,129628.00,3236.00,124736.00,93652.00,37884.00,-11892.00,4192.00,900.00,760.00,896.00,-34343.00
1978:Q1,1774872.00,211996.00,1562876.00,1392818.00,170058.00,40.00,856.00,36055.00,191402.00,7168.00,389531.00,442930.00,300930.00,184117.00,103346.00,14733.00,-1266.00,142000.00,309031.00,0.00,52404.00,113864.00,6148.00,10872.00,1636.00,-12804.00,616.00,28604.00,-7180.00,9196.00,-13752.00,22948.00,0.00,-15796.00,2020.00,10624.00,126036.00,-13529.00,7192.00,167031.00,2832.00,162343.00,98756.00,39675.00,12992.00,9860.00,1060.00,856.00,1000.00,-53399.00
1978:Q2,1833939.00,223084.00,1610855.00,1451970.00,158885.00,1272.00,872.00,48993.00,197008.00,7096.00,398190.00,439225.00,326001.00,200856.00,110836.00,15635.00,-1326.00,113224.00,286291.00,0.00,18900.00,82952.00,5264.00,67208.00,21924.00,27256.00,-204.00,24712.00,-6480.00,6556.00,6768.00,-212.00,0.00,-10456.00,-2316.00,12276.00,117224.00,-18309.00,6992.00,173067.00,2492.00,168495.00,95368.00,60227.00,-1544.00,13136.00,1308.00,1056.00,1024.00,-41035.00
1978:Q3,1887327.00,236298.00,1651029.00,1484383.00,166646.00,-516.00,864.00,44852.00,203516.00,7196.00,406438.00,424439.00,329995.00,201372.00,114089.00,15914.00,-1380.00,94444.00,263555.00,0.00,13432.00,90032.00,4660.00,28956.00,1144.00,22964.00,176.00,19872.00,-15200.00,6860.00,5872.00,988.00,0.00,-10844.00,52.00,11460.00,123972.00,-12049.00,7024.00,169111.00,2432.00,164987.00,111408.00,45191.00,-2524.00,10984.00,-72.00,616.00,1076.00,-18001.00
1978:Q4,1942736.00,247218.00,1695518.00,1524860.00,170658.00,936.00,868.00,45365.00,210059.00,7296.00,418854.00,466644.00,336704.00,206536.00,115408.00,16185.00,-1425.00,129940.00,280595.00,0.00,-18920.00,86340.00,6852.00,52880.00,34060.00,-20436.00,2352.00,34216.00,2688.00,31148.00,24324.00,6824.00,0.00,-4272.00,-708.00,11884.00,121916.00,-13805.00,7280.00,150655.00,2644.00,146231.00,119816.00,40559.00,-5312.00,-9876.00,1044.00,620.00,1160.00,-47790.00
1979:Q1,1999356.00,253625.00,1745731.00,1561204.00,184527.00,-724.00,932.00,42910.00,215995.00,7448.00,434328.00,439725.00,336025.00,208077.00,113059.00,16365.00,-1476.00,103700.00,286647.00,0.00,32892.00,83948.00,27060.00,37128.00,18212.00,-5116.00,5620.00,25744.00,-7332.00,508.00,-27492.00,28000.00,0.00,-17216.00,-2836.00,10532.00,114264.00,-7229.00,7596.00,182947.00,2792.00,177931.00,123032.00,45223.00,8240.00,1124.00,312.00,960.00,1264.00,-5397.00
1979:Q2,2039852.00,261998.00,1777854.00,1602870.00,174984.00,700.00,904.00,36729.00,223037.00,7312.00,427234.00,449508.00,335338.00,206981.00,113543.00,16326.00,-1512.00,114170.00,272889.00,0.00,36004.00,38968.00,27952.00,86260.00,5544.00,61496.00,-744.00,25420.00,-5456.00,10364.00,9508.00,856.00,0.00,-24060.00,-288.00,11580.00,118340.00,-39987.00,7756.00,158719.00,2880.00,153887.00,104888.00,44711.00,-12016.00,16160.00,144.00,572.00,1380.00,-22274.00
1979:Q3,2105362.00,274827.00,1830535.00,1658774.00,171761.00,-196.00,932.00,39875.00,230104.00,7464.00,433148.00,463247.00,345584.00,215211.00,114983.00,16940.00,-1550.00,117663.00,292506.00,0.00,41308.00,74272.00,28564.00,47596.00,15676.00,39120.00,4140.00,14136.00,-25476.00,10116.00,7300.00,2816.00,0.00,-25168.00,-3080.00,10388.00,129712.00,-29098.00,7896.00,174843.00,2944.00,170355.00,117648.00,45931.00,-4328.00,10156.00,948.00,144.00,1400.00,-30099.00
1979:Q4,2168211.00,285202.00,1883009.00,1704103.00,178906.00,1108.00,948.00,33848.00,236377.00,7940.00,441351.00,539338.00,342069.00,213456.00,112935.00,17271.00,-1593.00,197269.00,345856.00,0.00,-30376.00,78348.00,38548.00,114880.00,-336.00,91644.00,-4092.00,11728.00,15936.00,29384.00,23692.00,5692.00,0.00,-23212.00,-2688.00,11244.00,156736.00,-35016.00,8008.00,148587.00,2984.00,142959.00,120380.00,37379.00,-12204.00,-3028.00,432.00,1316.00,1328.00,-97987.00
1980:Q1,2230801.00,284825.00,1945976.00,1756282.00,189694.00,-1240.00,992.00,30733.00,243733.00,8168.00,453760.00,479393.00,339358.00,215664.00,107318.00,18017.00,-1641.00,140035.00,277832.00,0.00,7264.00,94712.00,58328.00,3088.00,7648.00,-8028.00,26268.00,10120.00,-32920.00,-13564.00,-22632.00,9068.00,0.00,-11633.00,-6660.00,9836.00,180144.00,-52255.00,8572.00,137797.00,2956.00,132565.00,95028.00,17909.00,5516.00,14308.00,-196.00,1032.00,1244.00,-25633.00
1980:Q2,2256788.00,292174.00,1964614.00,1758573.00,206041.00,-504.00,1000.00,5639.00,252015.00,8716.00,453475.00,569506.00,302108.00,196947.00,89274.00,17565.00,-1678.00,267398.00,319627.00,0.00,-8372.00,91124.00,61896.00,14204.00,-41144.00,54052.00,-4424.00,5268.00,452.00,15612.00,13296.00,2316.00,0.00,-19878.00,2744.00,10760.00,197820.00,-52935.00,6652.00,52229.00,2868.00,47529.00,62628.00,-25283.00,-892.00,9824.00,1252.00,692.00,1140.00,-116031.00
1980:Q3,2337208.00,302195.00,2035013.00,1816914.00,218099.00,-1196.00,1024.00,13997.00,257940.00,9296.00,478520.00,566825.00,319706.00,209445.00,94101.00,17866.00,-1706.00,247119.00,367824.00,0.00,58044.00,134436.00,744.00,-17092.00,-10620.00,-7076.00,-3392.00,3472.00,524.00,21972.00,16124.00,5848.00,0.00,-5004.00,1156.00,9672.00,209844.00,-52484.00,6536.00,120705.00,3056.00,115073.00,97956.00,5961.00,-2220.00,11552.00,1824.00,1380.00,1196.00,-88305.00
1980:Q4,2445056.00,318854.00,2126202.00,1887251.00,238951.00,824.00,1044.00,20491.00,263210.00,8932.00,513500.00,604924.00,341182.00,219544.00,105132.00,18228.00,-1722.00,263742.00,408639.00,0.00,-4568.00,165344.00,-21340.00,47884.00,29740.00,29220.00,6188.00,6784.00,-24048.00,33064.00,24500.00,8564.00,0.00,-10985.00,396.00,10748.00,198540.00,-17372.00,6928.00,144897.00,3520.00,138357.00,105268.00,15125.00,-5892.00,24160.00,-304.00,1612.00,1408.00,-91424.00
1981:Q1,2503910.00,330898.00,2173012.00,1947253.00,225759.00,-1516.00,1168.00,26312.00,268142.00,8652.00,508877.00,607349.00,349702.00,228760.00,104218.00,18488.00,-1764.00,257647.00,360360.00,0.00,65772.00,7428.00,133384.00,-13500.00,12032.00,-62324.00,-17388.00,61888.00,-7708.00,-12396.00,-30380.00,17984.00,0.00,-26113.00,4496.00,9172.00,186444.00,-2447.00,8120.00,102713.00,3736.00,96649.00,72352.00,21285.00,5324.00,-3084.00,772.00,652.00,1676.00,-98472.00
1981:Q2,2551429.00,342672.00,2208757.00,1980957.00,227800.00,-212.00,1176.00,18313.00,272823.00,9124.00,508424.00,585642.00,343689.00,224009.00,102363.00,19080.00,-1763.00,241953.00,372614.00,0.00,18088.00,86352.00,41152.00,42876.00,-32540.00,47752.00,1720.00,26024.00,-80.00,14380.00,-6252.00,20632.00,0.00,-38551.00,5620.00,10536.00,174132.00,9678.00,8352.00,130661.00,3716.00,123773.00,85868.00,22921.00,3852.00,10036.00,1096.00,1168.00,2004.00,-77218.00
1981:Q3,2647751.00,356887.00,2290864.00,2023549.00,267315.00,-1616.00,1168.00,24407.00,278275.00,9508.00,557705.00,671601.00,348309.00,234227.00,95774.00,20069.00,-1761.00,323292.00,422049.00,0.00,26596.00,99812.00,115952.00,9732.00,-28112.00,21164.00,-3344.00,28264.00,-8240.00,2828.00,-3096.00,5924.00,0.00,-52047.00,2740.00,8900.00,179320.00,20256.00,7960.00,98757.00,4388.00,91749.00,58876.00,27865.00,-1456.00,5328.00,1136.00,676.00,1944.00,-113896.00
1981:Q4,2682924.00,352663.00,2330261.00,2041224.00,289037.00,-148.00,1160.00,6732.00,283139.00,9764.00,567836.00,646846.00,327885.00,220203.00,87787.00,21655.00,-1760.00,318961.00,398318.00,0.00,74840.00,72620.00,70488.00,2252.00,7552.00,-27204.00,2764.00,-1284.00,20424.00,40176.00,24280.00,15896.00,0.00,-50876.00,5112.00,9732.00,161236.00,5154.00,7584.00,79357.00,5760.00,70705.00,50852.00,7281.00,-3952.00,16340.00,184.00,1384.00,1508.00,-79010.00
1982:Q1,2715108.00,352515.00,2362593.00,2083057.00,279536.00,-2768.00,1200.00,15566.00,281782.00,11476.00,561440.00,643695.00,332443.00,226607.00,85040.00,22675.00,-1879.00,311252.00,399017.00,0.00,32392.00,121116.00,27648.00,105300.00,16044.00,19576.00,-1936.00,73880.00,-2264.00,8176.00,-17020.00,25196.00,0.00,-24700.00,3812.00,7676.00,156220.00,-44559.00,5936.00,87765.00,7040.00,79005.00,54152.00,22625.00,7844.00,-9116.00,3500.00,604.00,1116.00,-82255.00
1982:Q2,2758567.00,359735.00,2398832.00,2113121.00,285711.00,1020.00,1192.00,15626.00,285258.00,10336.00,576087.00,648079.00,334812.00,229172.00,84243.00,23269.00,-1872.00,313267.00,394148.00,0.00,-18760.00,105320.00,46212.00,129288.00,27352.00,67136.00,1684.00,57836.00,-24720.00,19252.00,12276.00,6976.00,0.00,-14662.00,968.00,8144.00,181924.00,-68945.00,5408.00,80881.00,8216.00,71257.00,36508.00,20689.00,5636.00,6892.00,1532.00,636.00,772.00,-71992.00
1982:Q3,2799762.00,350149.00,2449613.00,2163805.00,285808.00,-152.00,1188.00,15878.00,288491.00,10004.00,578833.00,734993.00,338896.00,231821.00,85286.00,23653.00,-1864.00,396097.00,460750.00,0.00,48380.00,93428.00,108156.00,66056.00,-28952.00,50504.00,-7536.00,34576.00,17464.00,5604.00,1524.00,4080.00,0.00,-32737.00,3500.00,6588.00,221548.00,-66126.00,6352.00,64653.00,9088.00,54061.00,33344.00,9769.00,-3324.00,13608.00,664.00,884.00,620.00,-156160.00
1982:Q4,2844508.00,356573.00,2487935.00,2228202.00,259733.00,-376.00,1188.00,25610.00,290730.00,8596.00,565913.00,568394.00,358100.00,243084.00,92760.00,24108.00,-1852.00,210294.00,330999.00,0.00,15828.00,212736.00,-53608.00,-43456.00,12428.00,-59972.00,-4880.00,1412.00,7556.00,55944.00,23036.00,32908.00,0.00,-76928.00,5668.00,8860.00,240664.00,-51673.00,16964.00,120705.00,9656.00,109185.00,65704.00,22261.00,-3676.00,23132.00,1764.00,1200.00,664.00,-2481.00
1983:Q1,2881804.00,350873.00,2530931.00,2270358.00,260573.00,-2760.00,1256.00,32315.00,288539.00,8284.00,569127.00,740166.00,378665.00,247052.00,109222.00,24329.00,-1938.00,361501.00,491569.00,436.00,84496.00,224544.00,-125576.00,123096.00,-3040.00,66124.00,-2760.00,79216.00,-16444.00,-8828.00,-21464.00,12636.00,0.00,-35418.00,21800.00,7664.00,238560.00,-51769.00,12564.00,130068.00,10836.00,116316.00,87980.00,23876.00,-7976.00,6280.00,6156.00,2316.00,600.00,-171039.00
1983:Q2,2931942.00,359553.00,2572389.00,2336977.00,235412.00,2680.00,1252.00,48338.00,292275.00,8432.00,569021.00,727202.00,411238.00,266046.00,122242.00,24898.00,-1948.00,315964.00,485900.00,-184.00,13264.00,150616.00,-45684.00,107356.00,-23072.00,84960.00,572.00,62136.00,-17240.00,-48.00,3636.00,-3684.00,0.00,-14912.00,30052.00,9480.00,270892.00,-50164.00,15232.00,169936.00,12616.00,154604.00,95416.00,37940.00,-9676.00,25788.00,5136.00,2136.00,580.00,-158181.00
1983:Q3,2991058.00,345432.00,2645626.00,2409703.00,235923.00,-1676.00,1256.00,57057.00,296259.00,8884.00,577423.00,750781.00,436706.00,277787.00,135017.00,25882.00,-1980.00,314075.00,515331.00,444.00,-388.00,207052.00,16116.00,118528.00,-22864.00,54612.00,7744.00,41496.00,37540.00,-14016.00,3668.00,-17684.00,0.00,-40026.00,20256.00,8184.00,243616.00,-63083.00,18648.00,201256.00,12288.00,185992.00,115052.00,52892.00,2980.00,6080.00,8988.00,2416.00,560.00,-173358.00
1983:Q4,3076307.00,355658.00,2720649.00,2464549.00,256100.00,3540.00,1256.00,68771.00,301232.00,7560.00,620827.00,586052.00,460446.00,293320.00,142176.00,26990.00,-2040.00,125606.00,359510.00,568.00,-58472.00,167976.00,8072.00,-3768.00,29224.00,-35700.00,-164.00,-1208.00,4080.00,20540.00,11200.00,9340.00,0.00,-22228.00,18828.00,9788.00,242328.00,-43310.00,19188.00,233904.00,9860.00,220552.00,122388.00,77932.00,7272.00,3200.00,9760.00,2896.00,596.00,34775.00
1984:Q1,3167433.00,361174.00,2806259.00,2512074.00,294185.00,692.00,1328.00,77107.00,307830.00,8708.00,669778.00,767263.00,479613.00,306894.00,147817.00,26936.00,-2034.00,287650.00,533622.00,1012.00,19900.00,246920.00,9513.00,145744.00,856.00,113272.00,5648.00,64032.00,-38064.00,14852.00,-15044.00,29896.00,0.00,-57861.00,13722.00,5044.00,188340.00,-33292.00,-20272.00,245972.00,9472.00,234376.00,145764.00,79420.00,5148.00,-9636.00,13680.00,2724.00,-600.00,-97485.00
1984:Q2,3251166.00,370444.00,2880722.00,2573360.00,307362.00,7720.00,1324.00,82170.00,313174.00,8212.00,700890.00,869029.00,493182.00,315996.00,151856.00,27457.00,-2127.00,375847.00,603199.00,360.00,25192.00,249636.00,32125.00,250640.00,33468.00,128800.00,6784.00,58736.00,22852.00,-7732.00,-220.00,-7512.00,0.00,-68708.00,12605.00,6092.00,161608.00,-69235.00,10616.00,227352.00,9124.00,216336.00,120136.00,99272.00,-16136.00,4996.00,8068.00,3288.00,-1396.00,-168139.00
1984:Q3,3327030.00,384110.00,2942920.00,2614873.00,328047.00,452.00,1336.00,77282.00,320068.00,8192.00,716321.00,728698.00,493592.00,316741.00,151425.00,27648.00,-2222.00,235106.00,410770.00,-1016.00,-22276.00,193136.00,16260.00,138208.00,13164.00,57296.00,12412.00,59976.00,-4640.00,-3148.00,7524.00,-10672.00,0.00,-98485.00,32123.00,5436.00,214344.00,-73717.00,9904.00,175664.00,10252.00,163836.00,111436.00,71504.00,-16796.00,-6700.00,4392.00,2956.00,-1380.00,-12377.00
1984:Q4,3381574.00,395936.00,2985638.00,2666836.00,318802.00,2584.00,1356.00,83727.00,325731.00,8328.00,721160.00,730299.00,505735.00,327634.00,152655.00,27770.00,-2324.00,224564.00,470532.00,-364.00,30944.00,188700.00,119598.00,-23864.00,39952.00,-73780.00,28012.00,-5948.00,-12100.00,21832.00,29036.00,-7204.00,0.00,-69390.00,19209.00,7628.00,232916.00,-67890.00,11212.00,245968.00,11836.00,231116.00,132980.00,76628.00,13840.00,6104.00,1564.00,3604.00,-588.00,-9139.00
1985:Q1,3446421.00,432285.00,3014136.00,2749696.00,264440.00,2188.00,1420.00,90207.00,335936.00,8906.00,682445.00,862293.00,521625.00,343133.00,153092.00,27770.00,-2370.00,340668.00,660902.00,460.00,65564.00,160932.00,-17912.00,306931.00,-27360.00,122184.00,-23257.00,146880.00,88484.00,73284.00,-17468.00,90752.00,0.00,-124755.00,30515.00,8452.00,198704.00,-49690.00,8416.00,320234.00,9856.00,308042.00,193140.00,99470.00,8024.00,560.00,6848.00,2484.00,-148.00,-179848.00
1985:Q2,3486568.00,388524.00,3098044.00,2800457.00,297587.00,1944.00,1416.00,89062.00,343310.00,8593.00,721894.00,736795.00,527820.00,348020.00,154210.00,28072.00,-2482.00,208975.00,473941.00,-820.00,16072.00,146536.00,47582.00,94983.00,-10776.00,-39096.00,55207.00,47156.00,42492.00,22664.00,34152.00,-11488.00,0.00,-140935.00,64012.00,11388.00,238792.00,-53574.00,27240.00,264966.00,9512.00,251558.00,126472.00,79354.00,15072.00,30156.00,504.00,3460.00,436.00,-14901.00
1985:Q3,3533765.00,421527.00,3112238.00,2877176.00,235062.00,152.00,1416.00,105386.00,350135.00,9362.00,679957.00,660131.00,552924.00,369652.00,157898.00,27976.00,-2602.00,107207.00,427993.00,1580.00,50372.00,125328.00,-6170.00,116534.00,9128.00,65584.00,-17274.00,47048.00,12048.00,-41436.00,-10184.00,-31252.00,0.00,-111864.00,79200.00,11268.00,195296.00,-34083.00,41968.00,320786.00,7348.00,308766.00,215280.00,85326.00,-22000.00,27844.00,2316.00,4276.00,396.00,19826.00
1985:Q4,3598585.00,428916.00,3169669.00,2906275.00,263394.00,1840.00,1448.00,88470.00,356901.00,8875.00,700282.00,684082.00,547142.00,357812.00,163059.00,29000.00,-2729.00,136940.00,564978.00,2044.00,-60768.00,117668.00,-9925.00,78016.00,-7668.00,-99660.00,-43428.00,178064.00,50708.00,50000.00,80984.00,-30984.00,0.00,-132726.00,123966.00,15088.00,274492.00,59460.00,47664.00,428038.00,93936.00,332098.00,191928.00,71810.00,20616.00,44540.00,3204.00,2284.00,-280.00,16200.00
1986:Q1,3658478.00,426304.00,3232174.00,2952853.00,279321.00,3168.00,1464.00,90234.00,367792.00,9506.00,729545.00,898637.00,567098.00,368575.00,171790.00,29447.00,-2714.00,331539.00,561350.00,644.00,121308.00,132400.00,36452.00,-20940.00,-41844.00,-81852.00,-12504.00,43864.00,71396.00,53604.00,10496.00,43108.00,0.00,-94327.00,117766.00,15720.00,203428.00,-21618.00,16912.00,229811.00,-10544.00,238439.00,158220.00,55403.00,5092.00,13516.00,6208.00,2880.00,-964.00,-169092.00
1986:Q2,3700659.00,429417.00,3271242.00,2982635.00,288607.00,2592.00,1444.00,99835.00,374871.00,9958.00,754503.00,998146.00,594277.00,383318.00,183904.00,29890.00,-2835.00,403869.00,614612.00,696.00,133048.00,77156.00,75074.00,111218.00,1400.00,-21404.00,15218.00,50796.00,65208.00,-50244.00,-24344.00,-25900.00,0.00,-106492.00,123532.00,18384.00,205832.00,6941.00,19468.00,210743.00,-1220.00,211367.00,162020.00,67459.00,-35152.00,4572.00,12468.00,2276.00,-1680.00,-243643.00
1986:Q3,3750634.00,439467.00,3311167.00,3050244.00,260923.00,1100.00,1448.00,129157.00,383713.00,10482.00,762963.00,944627.00,636614.00,419472.00,189311.00,30783.00,-2952.00,308013.00,612116.00,1284.00,91264.00,117904.00,72830.00,25033.00,51284.00,76512.00,5625.00,-70636.00,-37752.00,-4452.00,12816.00,-17268.00,0.00,-120814.00,132973.00,18292.00,251824.00,1814.00,24164.00,304103.00,3224.00,301055.00,237100.00,64611.00,-25396.00,15256.00,9484.00,1500.00,-1676.00,-181664.00
