date,FL892090005.Q,FL152010005.Q,LM155035005.Q,FL165015205.Q,FL165013765.Q,FL155111005.Q,FL112010005.Q,LM115035005.Q,FL115015205.Q,FL115013765.Q,FL115020005.Q,FL662090205.Q,LM883164105.Q,LM103164103.Q,LM793164105.Q,FL312010095.Q,FL315014665.Q,FL315013265.Q,FL315013765.Q,FL212010095.Q,FL215014665.Q,FL215013265.Q,FL215013765.Q,FL882090265.Q,FL264194005.Q,LM263164103.Q,FL264190005.Q,FL264090005.Q,LM263064105.Q,FL264090035.Q,FL892090005.Q,FC892090005.Q,PC892090005.Q,FL152090005.Q,FC152090005.Q,PC152090005.Q
1983:Q1,12930476.00,5214003.00,4039787.00,43240.00,13682.00,1117294.00,3046265.00,2618859.00,269771.00,17330.00,140305.00,2678.00,1709233.00,1533575.00,175658.00,1015173.00,481861.00,248119.00,285193.00,1772578.00,1706527.00,52853.00,13198.00,170546.00,770414.00,19401.00,751013.00,599868.00,98625.00,501243.00,12930476.00,309052.00,2.45,12254283.00,341016.00,2.86
1983:Q2,13216087.00,5274275.00,4084119.00,43763.00,13933.00,1132460.00,3059981.00,2634447.00,271868.00,17844.00,135821.00,2892.00,1923683.00,1736437.00,187246.00,1025812.00,482456.00,253436.00,289920.00,1775473.00,1708295.00,53641.00,13537.00,153971.00,780293.00,22898.00,757395.00,626322.00,110389.00,515933.00,13216087.00,285611.00,2.21,12542209.00,287926.00,2.35
1983:Q3,13294595.00,5340978.00,4130510.00,44356.00,14299.00,1151813.00,3082374.00,2663928.00,271639.00,18109.00,128698.00,2894.00,1890158.00,1709243.00,180915.00,1045930.00,488894.00,260872.00,296164.00,1782786.00,1714243.00,54623.00,13920.00,149475.00,791937.00,24289.00,767648.00,642462.00,110130.00,532332.00,13294595.00,78508.00,0.59,12678903.00,136693.00,1.09
1983:Q4,13405618.00,5410783.00,4175842.00,45262.00,14644.00,1175035.00,3120897.00,2704845.00,268085.00,17920.00,130047.00,3081.00,1829812.00,1630197.00,199615.00,1061049.00,492432.00,266513.00,302104.00,1788506.00,1718646.00,55545.00,14315.00,191490.00,851855.00,26154.00,825701.00,660365.00,109555.00,550810.00,13405618.00,111023.00,0.84,12774412.00,95509.00,0.75
1984:Q1,13559133.00,5608257.00,4352249.00,45875.00,14989.00,1195144.00,3147806.00,2720812.00,272306.00,18625.00,136063.00,3033.00,1720443.00,1527519.00,192924.00,1081567.00,503294.00,269310.00,308963.00,1798629.00,1727121.00,56779.00,14729.00,199398.00,871617.00,28801.00,842816.00,672219.00,105627.00,566592.00,13559133.00,153515.00,1.15,12997732.00,223320.00,1.75
1984:Q2,13664711.00,5771743.00,4486319.00,46616.00,15202.00,1223606.00,3168251.00,2738908.00,274701.00,19242.00,135400.00,2692.00,1629309.00,1455724.00,173585.00,1091009.00,503301.00,273852.00,313856.00,1816738.00,1743881.00,57741.00,15116.00,184969.00,891565.00,25051.00,866514.00,706596.00,100731.00,605865.00,13664711.00,105578.00,0.78,13207212.00,209480.00,1.61
1984:Q3,13944808.00,5923368.00,4614693.00,47319.00,15499.00,1245857.00,3192964.00,2765064.00,275430.00,19743.00,132727.00,3122.00,1743761.00,1542913.00,200848.00,1101431.00,504710.00,277009.00,319712.00,1833931.00,1759462.00,58964.00,15505.00,146231.00,876508.00,25456.00,851052.00,730277.00,107372.00,622905.00,13944808.00,280097.00,2.05,13530268.00,323056.00,2.45
1984:Q4,14098367.00,6067097.00,4733720.00,48100.00,15698.00,1269579.00,3221720.00,2789414.00,275491.00,19860.00,136955.00,3068.00,1763171.00,1553280.00,209891.00,1119369.00,511911.00,283275.00,324183.00,1850411.00,1774608.00,59916.00,15887.00,73531.00,849399.00,25994.00,823405.00,775868.00,104852.00,671016.00,14098367.00,153559.00,1.10,13793893.00,263625.00,1.95
1985:Q1,14447748.00,6228739.00,4864771.00,48554.00,15968.00,1299446.00,3248669.00,2813346.00,276459.00,20477.00,138387.00,3401.00,1905766.00,1671084.00,234682.00,1132169.00,517111.00,285031.00,330027.00,1871019.00,1793155.00,61569.00,16295.00,57985.00,858255.00,30324.00,827931.00,800270.00,112979.00,687291.00,14447748.00,349381.00,2.48,14175969.00,382076.00,2.77
1985:Q2,14746329.00,6407427.00,5016496.00,49115.00,16221.00,1325595.00,3261045.00,2830100.00,277072.00,20936.00,132937.00,3650.00,2012155.00,1743624.00,268531.00,1143741.00,521959.00,286155.00,335627.00,1889007.00,1809331.00,63005.00,16671.00,29304.00,858638.00,32398.00,826240.00,829334.00,120428.00,708906.00,14746329.00,298581.00,2.07,14497748.00,321779.00,2.27
1985:Q3,14870897.00,6595956.00,5179232.00,49693.00,16487.00,1350544.00,3294616.00,2863583.00,279958.00,21596.00,129479.00,3836.00,1885919.00,1641750.00,244169.00,1160167.00,525069.00,293765.00,341333.00,1910506.00,1829152.00,64314.00,17040.00,19897.00,874642.00,37738.00,836904.00,854745.00,115106.00,739639.00,14870897.00,124568.00,0.84,14674665.00,176917.00,1.22
1985:Q4,15556852.00,6784051.00,5339877.00,50419.00,16706.00,1377049.00,3353945.00,2912260.00,283745.00,22017.00,135923.00,3861.00,2226022.00,1916908.00,309114.00,1170119.00,527519.00,296382.00,346218.00,1935363.00,1852045.00,65928.00,17390.00,83491.00,1010654.00,44383.00,966271.00,927163.00,136791.00,790372.00,15556852.00,685955.00,4.61,15278262.00,603596.00,4.11
1986:Q1,16013776.00,6911010.00,5440590.00,51159.00,17057.00,1402204.00,3382962.00,2943506.00,284618.00,22490.00,132348.00,4394.00,2514018.00,2136797.00,377221.00,1180514.00,531653.00,297736.00,351125.00,1963135.00,1878320.00,67059.00,17756.00,57743.00,1038974.00,58372.00,980602.00,981231.00,162113.00,819118.00,16013776.00,456924.00,2.94,15774229.00,495968.00,3.25
1986:Q2,16334123.00,7079910.00,5574245.00,52297.00,17420.00,1435948.00,3413570.00,2975024.00,287726.00,22867.00,127953.00,5163.00,2621586.00,2244577.00,377009.00,1196503.00,535104.00,305300.00,356099.00,1997456.00,1910389.00,68900.00,18167.00,19935.00,1060166.00,64259.00,995907.00,1040231.00,178274.00,861957.00,16334123.00,320347.00,2.00,16139822.00,365593.00,2.32
1986:Q3,16355966.00,7257922.00,5704169.00,53403.00,17745.00,1482605.00,3457241.00,3016221.00,291843.00,23534.00,125643.00,5169.00,2382173.00,2031804.00,350369.00,1212591.00,539464.00,312499.00,360628.00,2030522.00,1941327.00,70594.00,18601.00,10348.00,1090246.00,72043.00,1018203.00,1079898.00,172779.00,907119.00,16355966.00,21843.00,0.13,16292068.00,152246.00,0.94
1986:Q4,16810251.00,7422335.00,5827675.00,54289.00,18069.00,1522302.00,3498212.00,3054746.00,294553.00,24424.00,124489.00,5545.00,2609800.00,2240835.00,368965.00,1231178.00,550393.00,315584.00,365201.00,2063380.00,1971261.00,73060.00,19059.00,-20199.00,1115399.00,72399.00,1043000.00,1135598.00,183172.00,952426.00,16810251.00,454285.00,2.78,16840943.00,548875.00,3.37
1987:Q1,17538638.00,7585701.00,5957726.00,55365.00,18524.00,1554086.00,3545057.00,3093668.00,297853.00,24953.00,128583.00,5996.00,3136272.00,2708148.00,428124.00,1247109.00,554796.00,321379.00,370934.00,2092832.00,1999017.00,74270.00,19545.00,-74329.00,1147408.00,91583.00,1055825.00,1221737.00,228339.00,993398.00,17538638.00,728387.00,4.33,17494911.00,653968.00,3.88
1987:Q2,17816904.00,7755325.00,6091721.00,56213.00,19002.00,1588389.00,3581112.00,3128894.00,298691.00,25832.00,127695.00,5747.00,3198905.00,2783592.00,415313.00,1259331.00,558506.00,323320.00,377505.00,2125272.00,2029473.00,75746.00,20053.00,-108788.00,1154828.00,99680.00,1055148.00,1263616.00,242944.00,1020672.00,17816904.00,278266.00,1.59,17781963.00,287052.00,1.64
1987:Q3,18188399.00,7919080.00,6217386.00,57089.00,19498.00,1625107.00,3615603.00,3163807.00,298405.00,26938.00,126453.00,5895.00,3363362.00,2944431.00,418931.00,1279544.00,568151.00,326805.00,384588.00,2159751.00,2062046.00,77110.00,20595.00,-154836.00,1178357.00,107277.00,1071080.00,1333193.00,259413.00,1073780.00,18188399.00,371495.00,2.09,18192329.00,410367.00,2.31
1987:Q4,17771156.00,8040274.00,6308856.00,58600.00,20155.00,1652663.00,3669627.00,3208385.00,303651.00,28116.00,129475.00,5274.00,2615600.00,2286653.00,328947.00,1292808.00,567069.00,332110.00,393629.00,2185022.00,2085273.00,78576.00,21173.00,-37449.00,1246831.00,94700.00,1152131.00,1284280.00,189006.00,1095274.00,17771156.00,-417242.00,-2.29,18019657.00,-172673.00,-0.95
1988:Q1,18159017.00,8208146.00,6447374.00,59722.00,20957.00,1680093.00,3730072.00,3258015.00,308989.00,29452.00,133615.00,5605.00,2772367.00,2419233.00,353134.00,1310219.00,567440.00,339955.00,402824.00,2215179.00,2113093.00,80282.00,21804.00,-82571.00,1264467.00,110010.00,1154457.00,1347038.00,199740.00,1147298.00,18159017.00,387860.00,2.18,18492496.00,472839.00,2.62
1988:Q2,18536261.00,8425257.00,6623787.00,60752.00,21698.00,1719020.00,3778068.00,3300177.00,312271.00,30570.00,135050.00,6089.00,2899595.00,2514872.00,384723.00,1327936.00,572756.00,344506.00,410674.00,2239516.00,2134906.00,82146.00,22464.00,-140200.00,1269405.00,105733.00,1163672.00,1409605.00,211473.00,1198132.00,18536261.00,377244.00,2.08,18902550.00,410054.00,2.22
1988:Q3,18759614.00,8597014.00,6754599.00,61711.00,22344.00,1758360.00,3823601.00,3340498.00,314641.00,31587.00,136876.00,5889.00,2863593.00,2459275.00,404318.00,1347661.00,582237.00,348532.00,416892.00,2265715.00,2158292.00,84290.00,23133.00,-143859.00,1288448.00,108506.00,1179942.00,1432307.00,211836.00,1220471.00,18759614.00,223354.00,1.20,19209490.00,306940.00,1.62
1988:Q4,19129140.00,8763149.00,6876517.00,63306.00,23020.00,1800306.00,3875578.00,3388668.00,319675.00,31703.00,135532.00,5632.00,2946957.00,2558076.00,388881.00,1376213.00,597405.00,355910.00,422898.00,2289844.00,2179685.00,86308.00,23851.00,-128233.00,1364598.00,128662.00,1235936.00,1492831.00,213813.00,1279018.00,19129140.00,369525.00,1.97,19690021.00,480531.00,2.50
1989:Q1,19513869.00,8925218.00,7000795.00,64582.00,23763.00,1836078.00,3931303.00,3433232.00,324053.00,33433.00,140585.00,5779.00,3092460.00,2669423.00,423037.00,1392401.00,599185.00,364031.00,429185.00,2313816.00,2200445.00,88755.00,24616.00,-147108.00,1409017.00,133621.00,1275396.00,1556125.00,226810.00,1329315.00,19513869.00,384729.00,2.01,20136435.00,446414.00,2.27
1989:Q2,19979655.00,9092770.00,7138465.00,65726.00,24518.00,1864061.00,3987665.00,3486037.00,326556.00,34640.00,140433.00,5310.00,3303923.00,2835812.00,468111.00,1412497.00,606383.00,371162.00,434952.00,2351314.00,2235126.00,90748.00,25440.00,-173824.00,1422551.00,137833.00,1284718.00,1596375.00,247993.00,1348382.00,19979655.00,465786.00,2.39,20529199.00,392764.00,1.95
1989:Q3,20551881.00,9325843.00,7337134.00,67212.00,25257.00,1896240.00,4020245.00,3519714.00,329161.00,35556.00,135814.00,5593.00,3564742.00,3056089.00,508653.00,1435921.00,615505.00,380443.00,439973.00,2385682.00,2266322.00,93064.00,26296.00,-186145.00,1478378.00,171711.00,1306667.00,1664523.00,275749.00,1388774.00,20551881.00,572226.00,2.86,21077294.00,548095.00,2.67
1989:Q4,20808658.00,9464624.00,7444347.00,68558.00,26054.00,1925665.00,4065893.00,3557102.00,333544.00,35749.00,139497.00,4712.00,3615610.00,3138600.00,477010.00,1450399.00,624573.00,380771.00,445055.00,2415047.00,2292383.00,95495.00,27169.00,-207627.00,1529898.00,197345.00,1332553.00,1737525.00,275709.00,1461816.00,20808658.00,256777.00,1.25,21443544.00,366250.00,1.74
1990:Q1,20787336.00,9602150.00,7538265.00,70033.00,26812.00,1967040.00,4084988.00,3572314.00,333936.00,36353.00,142385.00,4624.00,3450376.00,3005478.00,444898.00,1466818.00,627681.00,388773.00,450364.00,2449933.00,2324310.00,97575.00,28048.00,-271553.00,1492476.00,162878.00,1329598.00,1764029.00,260910.00,1503119.00,20787336.00,-21322.00,-0.10,21542051.00,98507.00,0.46
1990:Q2,21063928.00,9664232.00,7573027.00,71145.00,27607.00,1992453.00,4095519.00,3579600.00,336730.00,37031.00,142158.00,4424.00,3588635.00,3134877.00,453758.00,1481690.00,631514.00,394175.00,456001.00,2486443.00,2357268.00,100258.00,28917.00,-257015.00,1550278.00,190890.00,1359388.00,1807293.00,269743.00,1537550.00,21063928.00,276592.00,1.33,21768800.00,226749.00,1.05
1990:Q3,20615606.00,9736752.00,7619487.00,72648.00,28399.00,2016218.00,4110258.00,3589676.00,338405.00,38282.00,143895.00,4149.00,3010696.00,2653601.00,357095.00,1500749.00,637356.00,401709.00,461684.00,2523599.00,2390516.00,103307.00,29776.00,-270597.00,1563906.00,166628.00,1397278.00,1834503.00,230043.00,1604460.00,20615606.00,-448322.00,-2.13,21536613.00,-232187.00,-1.07
1990:Q4,21061997.00,9746846.00,7604397.00,74319.00,29027.00,2039103.00,4113786.00,3587363.00,342211.00,39426.00,144787.00,3962.00,3333710.00,2955814.00,377896.00,1515540.00,641616.00,408171.00,465753.00,2541304.00,2404695.00,105972.00,30637.00,-193151.00,1638666.00,197596.00,1441070.00,1831817.00,242615.00,1589202.00,21061997.00,446392.00,2.17,22003941.00,467328.00,2.17
1991:Q1,21698018.00,9815006.00,7641269.00,75982.00,29954.00,2067801.00,4119287.00,3586604.00,344963.00,40789.00,146930.00,4197.00,3852473.00,3396441.00,456032.00,1533580.00,646710.00,414736.00,472134.00,2557245.00,2417077.00,108595.00,31573.00,-183770.00,1684696.00,220890.00,1463806.00,1868466.00,276092.00,1592374.00,21698018.00,636020.00,3.02,22609218.00,605277.00,2.75
1991:Q2,21708063.00,9866501.00,7675132.00,76826.00,30859.00,2083684.00,4102365.00,3575637.00,344997.00,41559.00,140171.00,4294.00,3824240.00,3354319.00,469921.00,1550165.00,652475.00,420590.00,477100.00,2589601.00,2447369.00,109890.00,32342.00,-229103.00,1661804.00,224206.00,1437598.00,1890907.00,276334.00,1614573.00,21708063.00,10045.00,0.05,22607847.00,-1371.00,-0.01
1991:Q3,21994953.00,9898961.00,7686100.00,77695.00,31744.00,2103422.00,4063497.00,3543730.00,343895.00,42607.00,133265.00,4629.00,4047899.00,3536308.00,511591.00,1569910.00,662505.00,426130.00,481275.00,2614645.00,2470358.00,111230.00,33057.00,-204588.00,1711075.00,258216.00,1452859.00,1915663.00,282180.00,1633483.00,21994953.00,286890.00,1.32,22860376.00,252528.00,1.12
1991:Q4,22547304.00,9957681.00,7729202.00,78767.00,32339.00,2117373.00,4040979.00,3521915.00,343092.00,42883.00,133089.00,4691.00,4568797.00,3998481.00,570316.00,1574949.00,661103.00,431931.00,481915.00,2620985.00,2473844.00,113442.00,33699.00,-220778.00,1734814.00,278976.00,1455838.00,1955592.00,291200.00,1664392.00,22547304.00,552351.00,2.51,23435037.00,574661.00,2.51
1992:Q1,22440601.00,10056878.00,7811692.00,80073.00,33006.00,2132107.00,4042880.00,3509766.00,350007.00,43237.00,139870.00,4700.00,4501369.00,3908353.00,593016.00,1581929.00,663961.00,435228.00,482740.00,2637904.00,2488493.00,115118.00,34293.00,-385059.00,1722205.00,257473.00,1464732.00,2107264.00,279172.00,1828092.00,22440601.00,-106704.00,-0.47,23484135.00,49098.00,0.21
1992:Q2,22489284.00,10099744.00,7831673.00,80954.00,33999.00,2153118.00,4014101.00,3480155.00,350317.00,44138.00,139491.00,4576.00,4484320.00,3870341.00,613979.00,1597187.00,669730.00,441050.00,486407.00,2674782.00,2522864.00,116875.00,35043.00,-385426.00,1766295.00,272908.00,1493387.00,2151721.00,280355.00,1871366.00,22489284.00,48683.00,0.22,23570751.00,86616.00,0.37
1992:Q3,22728219.00,10188309.00,7899710.00,82043.00,34949.00,2171607.00,4002723.00,3468374.00,348551.00,45348.00,140450.00,5042.00,4604121.00,3966349.00,637772.00,1610102.00,675448.00,444753.00,489901.00,2704060.00,2550030.00,118175.00,35855.00,-386138.00,1806318.00,296190.00,1510128.00,2192456.00,285368.00,1907088.00,22728219.00,238935.00,1.06,23848708.00,277957.00,1.18
1992:Q4,23310162.00,10274242.00,7961932.00,82840.00,36119.00,2193351.00,3990682.00,3459626.00,343344.00,46239.00,141474.00,5062.00,5107703.00,4361179.00,746524.00,1632816.00,686452.00,451276.00,495088.00,2738900.00,2582317.00,119851.00,36732.00,-439243.00,1790993.00,314266.00,1476727.00,2230236.00,308847.00,1921389.00,23310162.00,581943.00,2.56,24454022.00,605315.00,2.54
1993:Q1,23635395.00,10296733.00,7970383.00,83414.00,36428.00,2206508.00,4012879.00,3470475.00,348335.00,47046.00,147023.00,5959.00,5304972.00,4481787.00,823185.00,1646517.00,693888.00,457137.00,495492.00,2778853.00,2619579.00,121737.00,37537.00,-410518.00,1862069.00,365074.00,1496995.00,2272587.00,323329.00,1949258.00,23635395.00,325233.00,1.40,24794761.00,340739.00,1.39
1993:Q2,23902741.00,10410607.00,8053310.00,83929.00,37023.00,2236345.00,4036330.00,3494675.00,350383.00,47748.00,143523.00,5661.00,5331916.00,4502439.00,829477.00,1659133.00,700276.00,460462.00,498395.00,2816695.00,2655100.00,123373.00,38222.00,-357601.00,1956222.00,426520.00,1529702.00,2313823.00,320431.00,1993392.00,23902741.00,267345.00,1.13,25061348.00,266588.00,1.08
1993:Q3,24288133.00,10526168.00,8138447.00,84401.00,37349.00,2265971.00,4058462.00,3519213.00,351554.00,48303.00,139392.00,6396.00,5533278.00,4628385.00,904893.00,1668603.00,704869.00,464530.00,499204.00,2839835.00,2675970.00,125052.00,38813.00,-344609.00,2060071.00,491186.00,1568885.00,2404680.00,327673.00,2077007.00,24288133.00,385392.00,1.61,25411729.00,350381.00,1.40
1993:Q4,24727274.00,10651499.00,8225886.00,85115.00,38341.00,2302157.00,4086521.00,3547532.00,349650.00,49442.00,139898.00,6195.00,5753004.00,4842338.00,910666.00,1684169.00,711182.00,468120.00,504867.00,2879215.00,2713711.00,126113.00,39391.00,-333329.00,2177268.00,543862.00,1633406.00,2510597.00,340997.00,2169600.00,24727274.00,439142.00,1.81,25851297.00,439567.00,1.73
1994:Q1,24637210.00,10747226.00,8296327.00,86055.00,38743.00,2326101.00,4141815.00,3590330.00,355288.00,50814.00,145383.00,6175.00,5509287.00,4630536.00,878751.00,1693794.00,716733.00,470718.00,506343.00,2919471.00,2750773.00,128765.00,39933.00,-380558.00,2212050.00,578653.00,1633397.00,2592608.00,330689.00,2261919.00,24637210.00,-90064.00,-0.36,26001908.00,150611.00,0.58
1994:Q2,24823082.00,10874839.00,8389113.00,86834.00,39304.00,2359588.00,4195263.00,3640025.00,361827.00,51874.00,141537.00,5565.00,5434452.00,4541826.00,892626.00,1716343.00,723750.00,482966.00,509627.00,2953686.00,2782083.00,131069.00,40534.00,-357066.00,2291284.00,616744.00,1674540.00,2648350.00,328840.00,2319510.00,24823082.00,185872.00,0.75,26182394.00,180486.00,0.69
1994:Q3,25237834.00,10994657.00,8470754.00,87310.00,40082.00,2396511.00,4225889.00,3666019.00,365494.00,52494.00,141882.00,5605.00,5683732.00,4800739.00,882993.00,1731527.00,732870.00,484231.00,514426.00,3005656.00,2831288.00,133168.00,41200.00,-409232.00,2329292.00,626046.00,1703246.00,2738524.00,351444.00,2387080.00,25237834.00,414752.00,1.67,26530747.00,348352.00,1.33
1994:Q4,25548769.00,11089817.00,8537076.00,87566.00,41038.00,2424137.00,4269090.00,3707382.00,362130.00,52844.00,146734.00,5076.00,5690731.00,4796829.00,893902.00,1751350.00,742524.00,488121.00,520705.00,3060478.00,2884484.00,134054.00,41940.00,-317773.00,2418032.00,626762.00,1791270.00,2735805.00,352812.00,2382993.00,25548769.00,310935.00,1.23,26783306.00,252559.00,0.95
1995:Q1,26142521.00,11177497.00,8586407.00,88129.00,42266.00,2460695.00,4308725.00,3740448.00,363297.00,55702.00,149278.00,5321.00,6155864.00,5167983.00,987881.00,1765927.00,750945.00,485315.00,529667.00,3112683.00,2933383.00,136613.00,42687.00,-383496.00,2493356.00,644382.00,1848974.00,2876852.00,377573.00,2499279.00,26142521.00,593752.00,2.32,27348801.00,565495.00,2.11
1995:Q2,26806444.00,11275174.00,8659091.00,89139.00,42614.00,2484330.00,4341151.00,3769590.00,368579.00,57046.00,145935.00,5101.00,6678120.00,5594356.00,1083764.00,1777768.00,758969.00,486974.00,531825.00,3157153.00,2974780.00,139143.00,43230.00,-428023.00,2583908.00,668010.00,1915898.00,3011931.00,412156.00,2599775.00,26806444.00,663922.00,2.54,27900551.00,551750.00,2.02
1995:Q3,27534718.00,11389826.00,8751798.00,89696.00,43333.00,2504999.00,4391472.00,3818768.00,373583.00,57614.00,141508.00,5799.00,7228248.00,6024123.00,1204125.00,1786299.00,767193.00,483527.00,535579.00,3198390.00,3013622.00,141117.00,43651.00,-465316.00,2684011.00,728149.00,1955862.00,3149327.00,448511.00,2700816.00,27534718.00,728275.00,2.72,28554872.00,654321.00,2.35
1995:Q4,28234647.00,11497329.00,8834711.00,90118.00,43235.00,2529265.00,4438849.00,3861496.00,377289.00,56629.00,143435.00,5375.00,7690711.00,6406754.00,1283957.00,1794106.00,774337.00,486615.00,533154.00,3240832.00,3053520.00,143434.00,43878.00,-432555.00,2874215.00,790615.00,2083600.00,3306770.00,484180.00,2822590.00,28234647.00,699929.00,2.54,29213192.00,658320.00,2.31
1996:Q1,28850596.00,11636793.00,8940211.00,90217.00,43961.00,2562404.00,4487362.00,3903654.00,381767.00,59023.00,142918.00,5957.00,8060457.00,6683652.00,1376805.00,1822213.00,783488.00,502680.00,536045.00,3281285.00,3092006.00,145112.00,44167.00,-443471.00,2994803.00,849842.00,2144961.00,3438274.00,512003.00,2926271.00,28850596.00,615949.00,2.18,29854115.00,640923.00,2.19
1996:Q2,29282367.00,11739556.00,9026045.00,90251.00,44454.00,2578806.00,4496952.00,3897226.00,388600.00,60618.00,150508.00,5827.00,8375107.00,6988156.00,1386951.00,1809145.00,790337.00,481475.00,537333.00,3311052.00,3120280.00,146321.00,44451.00,-455272.00,3076339.00,903587.00,2172752.00,3531611.00,534464.00,2997147.00,29282367.00,431771.00,1.50,30276726.00,422612.00,1.42
1996:Q3,29618977.00,11859087.00,9118121.00,90890.00,44910.00,2605166.00,4523555.00,3918344.00,390345.00,60848.00,154018.00,6194.00,8535640.00,7047824.00,1487816.00,1818390.00,799090.00,480764.00,538536.00,3355173.00,3162493.00,147910.00,44770.00,-479062.00,3190683.00,939758.00,2250925.00,3669745.00,543271.00,3126474.00,29618977.00,336610.00,1.15,30568205.00,291479.00,0.96
1996:Q4,30073606.00,11985985.00,9221349.00,91444.00,45262.00,2627930.00,4597189.00,3963779.00,393407.00,59863.00,180140.00,6507.00,8699928.00,6760535.00,1939393.00,1823481.00,804075.00,480393.00,539013.00,3394805.00,3200343.00,149329.00,45133.00,-434289.00,3385450.00,1006135.00,2379315.00,3819739.00,585280.00,3234459.00,30073606.00,454629.00,1.53,30905185.00,336980.00,1.10
1997:Q1,30411274.00,12172849.00,9377396.00,92080.00,46337.00,2657036.00,4745035.00,4101814.00,399088.00,62122.00,182011.00,7451.00,8707393.00,6728721.00,1978672.00,1829008.00,808562.00,477114.00,543332.00,3431656.00,3235358.00,150617.00,45681.00,-482118.00,3475134.00,1019624.00,2455510.00,3957252.00,601272.00,3355980.00,30411274.00,337668.00,1.12,31297196.00,392011.00,1.27
1997:Q2,32156306.00,12311264.00,9503927.00,92858.00,47502.00,2666977.00,4814156.00,4165309.00,403250.00,63490.00,182107.00,8533.00,10180590.00,7879870.00,2300720.00,1836451.00,814434.00,474287.00,547730.00,3484309.00,3286181.00,151823.00,46305.00,-478997.00,3708549.00,1192191.00,2516358.00,4187546.00,723832.00,3463714.00,32156306.00,1745032.00,5.74,32742021.00,1444824.00,4.62
1997:Q3,33415410.00,12475759.00,9643335.00,93923.00,48470.00,2690031.00,4903979.00,4253689.00,403294.00,64301.00,182695.00,9520.00,11208643.00,8618342.00,2590301.00,1842786.00,822491.00,470167.00,550128.00,3522042.00,3322475.00,152685.00,46882.00,-547319.00,3843555.00,1244738.00,2598817.00,4390874.00,803708.00,3587166.00,33415410.00,1259104.00,3.92,33846339.00,1104319.00,3.37
1997:Q4,33858639.00,12688406.00,9826935.00,94610.00,48876.00,2717985.00,5039343.00,4386934.00,405817.00,64586.00,182006.00,9452.00,11343779.00,8610036.00,2733743.00,1850176.00,833332.00,468177.00,548667.00,3576562.00,3375149.00,153959.00,47454.00,-649079.00,3841350.00,1207787.00,2633563.00,4490429.00,838216.00,3652213.00,33858639.00,443229.00,1.33,34311147.00,464807.00,1.37
1998:Q1,35860603.00,12947874.00,10061761.00,96610.00,49401.00,2740102.00,5177221.00,4522087.00,408192.00,67289.00,179653.00,10023.00,12884266.00,9849632.00,3034634.00,1849846.00,835927.00,465258.00,548661.00,3611459.00,3408217.00,155202.00,48040.00,-620086.00,4080176.00,1385867.00,2694309.00,4700262.00,1004540.00,3695722.00,35860603.00,2001964.00,5.91,36111678.00,1800531.00,5.25
1998:Q2,36387797.00,13194546.00,10277588.00,98819.00,50416.00,2767723.00,5204751.00,4550096.00,411559.00,68842.00,174254.00,9794.00,13152042.00,10075140.00,3076902.00,1858147.00,840965.00,465161.00,552021.00,3646356.00,3440640.00,156918.00,48798.00,-677839.00,4152068.00,1370021.00,2782047.00,4829907.00,1045407.00,3784500.00,36387797.00,527194.00,1.47,36655583.00,543905.00,1.51
1998:Q3,35069174.00,13476276.00,10527013.00,101159.00,51379.00,2796725.00,5286382.00,4627188.00,420233.00,70225.00,168737.00,9525.00,11471339.00,8950947.00,2520392.00,1868380.00,850366.00,463598.00,554416.00,3707605.00,3499138.00,158879.00,49588.00,-750333.00,3996733.00,1167450.00,2829283.00,4747066.00,933205.00,3813861.00,35069174.00,-1318622.00,-3.62,35716262.00,-939321.00,-2.56
1998:Q4,37850425.00,13777881.00,10787634.00,103614.00,52882.00,2833751.00,5361346.00,4701278.00,420127.00,71955.00,167986.00,9561.00,13800472.00,10887993.00,2912479.00,1883318.00,858337.00,465261.00,559720.00,3766536.00,3555117.00,161051.00,50368.00,-748689.00,4299024.00,1474983.00,2824041.00,5047713.00,1108661.00,3939052.00,37850425.00,2781250.00,7.93,38102374.00,2386112.00,6.68
1999:Q1,38554084.00,14028545.00,11007325.00,106423.00,53545.00,2861252.00,5433455.00,4759495.00,426553.00,76711.00,170696.00,9414.00,14146969.00,11139584.00,3007385.00,1897297.00,865898.00,470364.00,561035.00,3820739.00,3606723.00,162860.00,51156.00,-782335.00,4441799.00,1527668.00,2914131.00,5224134.00,1216610.00,4007524.00,38554084.00,703660.00,1.86,38749702.00,647328.00,1.70
1999:Q2,40039822.00,14290744.00,11222188.00,108926.00,54793.00,2904837.00,5467850.00,4788246.00,428840.00,80082.00,170683.00,9911.00,15333750.00,12100240.00,3233510.00,1912613.00,876131.00,470240.00,566242.00,3891102.00,3674057.00,164993.00,52052.00,-866148.00,4629488.00,1656976.00,2972512.00,5495636.00,1327123.00,4168513.00,40039822.00,1485738.00,3.85,39966089.00,1216386.00,3.14
1999:Q3,39581962.00,14633476.00,11515716.00,111451.00,55630.00,2950679.00,5586081.00,4905292.00,428482.00,81356.00,170951.00,10076.00,14263951.00,11483424.00,2780527.00,1922907.00,883772.00,470257.00,568878.00,3945953.00,3725619.00,167342.00,52992.00,-780482.00,4772830.00,1701560.00,3071270.00,5553312.00,1245527.00,4307785.00,39581962.00,-457860.00,-1.14,39728333.00,-237756.00,-0.59
